Unnamed: 0,Unnamed: 0.1,phage,host,species,relation
2558.0,2826.0,NC_018284,NZ_CP035288.1,Bacillales;,1
2559.0,2827.0,NC_018285,CP020451,Lactobacillales;,1
2560.0,2828.0,NC_018283,NZ_MUTR01000001.1,Burkholderiales;,1
2561.0,2829.0,NC_018280,NZ_CP012023.1,Rhodobacterales;,1
2562.0,2830.0,NC_018281,NZ_CP035288.1,Bacillales;,1
2563.0,2831.0,NC_028905,NZ_CP019870.1,Clostridiales;,1
2564.0,2832.0,MF141540,NZ_LN831039.1,Mycobacteriaceae;,1
2565.0,2833.0,KR053198,NZ_BAOP01000115.1,Gordoniaceae;,1
2566.0,2834.0,KR053195,NZ_BAOP01000115.1,Gordoniaceae;,1
2567.0,2835.0,KR053197,NZ_CP022580.1,Gordoniaceae;,1
2568.0,2836.0,NC_023727,NZ_LN831039.1,Mycobacteriaceae;,1
2569.0,2837.0,NC_014459,NZ_LN831039.1,Mycobacteriaceae;,1
2570.0,2838.0,NC_014458,NZ_LN831039.1,Mycobacteriaceae;,1
2571.0,2839.0,MH727554,NZ_LN831039.1,Mycobacteriaceae;,1
2572.0,2840.0,JF792674,NZ_LN831039.1,Mycobacteriaceae;,1
2573.0,2841.0,KJ194579,NZ_LN831039.1,Mycobacteriaceae;,1
2574.0,2842.0,KJ944841,NZ_LN831039.1,Mycobacteriaceae;,1
2575.0,2843.0,NC_019446,NZ_KN046823,Rhizobiales;,1
2576.0,2844.0,NC_009604,NZ_MUTR01000001.1,Burkholderiales;,1
2577.0,2845.0,NC_008363,NZ_PKRZ01000001.1,Lactobacillales;,1
2578.0,2846.0,NC_008364,NZ_PKRZ01000001.1,Lactobacillales;,1
2579.0,2847.0,NC_014636,NZ_CP021654.1,Aeromonadales;,1
2580.0,2848.0,NC_014635,NZ_CP021654.1,Aeromonadales;,1
2581.0,2849.0,MH910038,NZ_LN831039.1,Mycobacteriaceae;,1
2582.0,2850.0,MH153799,CP019892,Microbacteriaceae;,1
2583.0,2851.0,NC_019549,CP004005,Rhizobiales;,1
2584.0,2852.0,MG198776,CP004353,Corynebacteriaceae;,1
2585.0,2853.0,NC_026586,HG530068,Pseudomonadales;,1
2586.0,2854.0,NC_026587,HG530068,Pseudomonadales;,1
2587.0,2856.0,NC_019398,NZ_CP027107.1,Enterobacterales;,1
2588.0,2857.0,MG198778,CP004353,Corynebacteriaceae;,1
2589.0,2858.0,NC_022096,HG530068,Pseudomonadales;,1
2590.0,2859.0,MK450421,NZ_JYBE02000001.1,Streptomycetaceae;,1
2591.0,2860.0,MK450426,NZ_JYBE02000001.1,Streptomycetaceae;,1
2592.0,2861.0,NC_024381,HG530068,Pseudomonadales;,1
2593.0,2863.0,NC_005045,HG530068,Pseudomonadales;,1
2594.0,2864.0,NC_027352,NZ_CP053931.1,Bacillales;,1
2595.0,2865.0,NC_028836,HG530068,Pseudomonadales;,1
2596.0,2866.0,NC_027357,NC_006085.1,Propionibacteriaceae;,1
2597.0,2867.0,NC_027354,NC_006085.1,Propionibacteriaceae;,1
2598.0,2868.0,NC_027988,CP011132,Enterobacterales;,1
2599.0,2869.0,NC_019541,NZ_CP015121.1,Pseudomonadales;,1
2600.0,2870.0,MK460248,NZ_JYBE02000001.1,Streptomycetaceae;,1
2601.0,2873.0,NC_020855,NC_005042.1,Prochloraceae;,1
2602.0,2874.0,NC_020857,NC_005042.1,Prochloraceae;,1
2603.0,2875.0,NC_022094,NC_007530.2,Bacillales;,1
2604.0,2876.0,NC_009552,CP002293,Bacillales;,1
2605.0,2877.0,MH271317,CP004353,Corynebacteriaceae;,1
2606.0,2878.0,MF541406,NZ_CP029197.1,Streptomycetaceae;,1
2607.0,2879.0,NC_021071,NC_005042.1,Prochloraceae;,1
2608.0,2880.0,MH834610,CP014518,Micrococcaceae;,1
2609.0,2881.0,KY365739,NZ_JYBE02000001.1,Streptomycetaceae;,1
2610.0,2882.0,NC_023558,NC_013282.2,Enterobacterales;,1
2611.0,2883.0,MK433260,NZ_JYBE02000001.1,Streptomycetaceae;,1
2612.0,2884.0,NC_031121,JTHH01000008,Bacillales;,1
2613.0,2885.0,NC_031932,NZ_CP008880.1,Flavobacteriales;,1
2614.0,2886.0,NC_023551,CP013614,Lactobacillales;,1
2615.0,2887.0,NC_031280,NZ_CP015121.1,Pseudomonadales;,1
2616.0,2888.0,NC_012742,NZ_CP058243.1,Xanthomonadales;,1
2617.0,2889.0,NC_018087,NZ_CP015121.1,Pseudomonadales;,1
2618.0,2890.0,NC_028657,HG530068,Pseudomonadales;,1
2619.0,2891.0,NC_028655,NZ_CWGL01000001.1,Enterobacterales;,1
2620.0,2892.0,NC_028652,HG530068,Pseudomonadales;,1
2621.0,2893.0,MH576964,NZ_JYBE02000001.1,Streptomycetaceae;,1
2622.0,2894.0,MH576965,NZ_JYBE02000001.1,Streptomycetaceae;,1
2623.0,2895.0,MH576968,NZ_JYBE02000001.1,Streptomycetaceae;,1
2624.0,2896.0,NC_007461,NZ_CP018296.1,Chlamydiaceae;,1
2625.0,2897.0,NC_031056,NZ_CP053931.1,Bacillales;,1
2626.0,2898.0,NC_031054,JTHH01000008,Bacillales;,1
2627.0,2899.0,NC_031055,NZ_CP053931.1,Bacillales;,1
2628.0,2900.0,NC_018264,CP003184,Thermoanaerobacterales;,1
2629.0,2901.0,NC_015466,NZ_CP027407.1,Rhodobacterales;,1
2630.0,2902.0,NC_021856,NZ_CP011007.1,Bacillales;,1
2631.0,2903.0,NC_017865,HG530068,Pseudomonadales;,1
2632.0,2904.0,NC_017864,HG530068,Pseudomonadales;,1
2633.0,2905.0,NC_016569,NC_018681.1,Nocardiaceae;,1
2634.0,2906.0,NC_027388,HG530068,Pseudomonadales;,1
2635.0,2907.0,NC_021540,NZ_AP014524.1,Vibrionales;,1
2636.0,2908.0,NC_027385,NC_006085.1,Propionibacteriaceae;,1
2637.0,2909.0,NC_027384,HG530068,Pseudomonadales;,1
2638.0,2910.0,NC_027386,NC_006085.1,Propionibacteriaceae;,1
2639.0,2911.0,NC_027400,NC_006085.1,Propionibacteriaceae;,1
2640.0,2912.0,NC_016563,NZ_CP053931.1,Bacillales;,1
2641.0,2913.0,NC_027401,NC_006085.1,Propionibacteriaceae;,1
2642.0,2914.0,NC_025822,NZ_CP042449.1,Vibrionales;,1
2643.0,2915.0,KY092479,NZ_CP029197.1,Streptomycetaceae;,1
2644.0,2916.0,NC_006565,NZ_CP030105.1,Lactobacillales;,1
2645.0,2917.0,NC_013597,NZ_CP012958.1,Pasteurellales;,1
2646.0,2918.0,NC_015721,NC_005363.1,Bdellovibrionales;,1
2647.0,2920.0,NC_009643,NZ_PKKP01000001.1,Actinomycetaceae;,1
2648.0,2921.0,NC_018863,NZ_CP053931.1,Bacillales;,1
2649.0,2922.0,NC_018860,NZ_CP053931.1,Bacillales;,1
2650.0,2923.0,NC_013599,NC_004556.1,Xanthomonadales;,1
2651.0,2924.0,NC_001396,NZ_CP058243.1,Xanthomonadales;,1
2652.0,2925.0,NC_019507,CP012196,Campylobacterales;,1
2653.0,2926.0,NC_019502,JTHH01000008,Bacillales;,1
2654.0,2927.0,NC_023744,NZ_LN831039.1,Mycobacteriaceae;,1
2655.0,2928.0,NC_010355,NZ_VISK01000013.1,Rhodospirillales;,1
2656.0,2929.0,NC_019509,NZ_CP027107.1,Enterobacterales;,1
2657.0,2931.0,NC_031274,HG530068,Pseudomonadales;,1
2658.0,2932.0,NC_010179,NZ_CP029614.1,Lactobacillales;,1
2659.0,2933.0,NC_023734,CM003594,Pseudomonadales;,1
2660.0,2934.0,NC_016163,NZ_CWGL01000001.1,Enterobacterales;,1
2661.0,2935.0,NC_016162,NZ_AP014524.1,Vibrionales;,1
2662.0,2936.0,NC_016165,NZ_QKZO01000001.1,Rhodobacterales;,1
2663.0,2937.0,NC_028976,NZ_JYBE02000001.1,Streptomycetaceae;,1
2664.0,2938.0,NC_028974,NZ_JYBE02000001.1,Streptomycetaceae;,1
2665.0,2939.0,NC_025457,NZ_CP015121.1,Pseudomonadales;,1
2666.0,2940.0,NC_007734,NC_007530.2,Bacillales;,1
2667.0,2941.0,NC_028879,HG530068,Pseudomonadales;,1
2668.0,2942.0,NC_023566,NZ_KB890221.1,Rhizobiales;,1
2669.0,2943.0,MF347636,NZ_JYBE02000001.1,Streptomycetaceae;,1
2670.0,2944.0,MF347637,NZ_JYBE02000001.1,Streptomycetaceae;,1
2671.0,2945.0,NC_025424,JTHH01000008,Bacillales;,1
2672.0,2946.0,NC_031084,NC_006085.1,Propionibacteriaceae;,1
2673.0,2947.0,NC_031086,NZ_CP015121.1,Pseudomonadales;,1
2674.0,2948.0,NC_005887,NZ_CP045235.1,Burkholderiales;,1
2675.0,2949.0,NC_005884,HG530068,Pseudomonadales;,1
2676.0,2950.0,NC_023599,JTHH01000008,Bacillales;,1
2677.0,2951.0,NC_011613,HG530068,Pseudomonadales;,1
2678.0,2952.0,NC_021338,NZ_LN831039.1,Mycobacteriaceae;,1
2679.0,2953.0,NC_011611,HG530068,Pseudomonadales;,1
2680.0,2954.0,NC_023590,NZ_CP015121.1,Pseudomonadales;,1
2681.0,2955.0,NC_023591,NZ_CP014955.1,Mycobacteriaceae;,1
2682.0,2956.0,NC_002643,NC_005363.1,Bdellovibrionales;,1
2683.0,2957.0,NC_031904,NZ_CP008880.1,Flavobacteriales;,1
2684.0,2958.0,NC_031905,NZ_CP008880.1,Flavobacteriales;,1
2685.0,2960.0,MF358542,NZ_JYBE02000001.1,Streptomycetaceae;,1
2686.0,2962.0,NC_001418,HG530068,Pseudomonadales;,1
2687.0,2963.0,NC_019935,HG530068,Pseudomonadales;,1
2688.0,2964.0,NC_027355,NZ_CP053931.1,Bacillales;,1
2689.0,2965.0,NC_011810,HG530068,Pseudomonadales;,1
2690.0,2966.0,MH976516,CP004353,Corynebacteriaceae;,1
2691.0,2967.0,NC_022761,NZ_CP011007.1,Bacillales;,1
2692.0,2968.0,NC_022763,JTHH01000008,Bacillales;,1
2693.0,2969.0,NC_022769,JTHH01000008,Bacillales;,1
2694.0,2970.0,KY092483,NZ_CP029197.1,Streptomycetaceae;,1
2695.0,2971.0,KY092482,NZ_CP029197.1,Streptomycetaceae;,1
2696.0,2972.0,KY092481,NZ_CP029197.1,Streptomycetaceae;,1
2697.0,2973.0,KY092480,NZ_CP029197.1,Streptomycetaceae;,1
2698.0,2974.0,NC_028755,CP011132,Enterobacterales;,1
2699.0,2976.0,NC_020860,CP002453,Flavobacteriales;,1
2700.0,2977.0,NC_020863,NZ_CP009977.1,Vibrionales;,1
2701.0,2978.0,NC_007814,NC_007530.2,Bacillales;,1
2702.0,2979.0,NC_007810,HG530068,Pseudomonadales;,1
2703.0,2980.0,NC_011107,HG530068,Pseudomonadales;,1
2704.0,2981.0,NC_031016,NZ_LXWL01000001.1,Lactobacillales;,1
2705.0,2982.0,NC_021792,NZ_CP009976.1,Flavobacteriales;,1
2706.0,2983.0,NC_031015,JTHH01000008,Bacillales;,1
2707.0,2984.0,NC_031012,JTHH01000008,Bacillales;,1
2708.0,2985.0,NC_021797,NZ_CP009976.1,Flavobacteriales;,1
2709.0,2986.0,NC_021798,NZ_CP009976.1,Flavobacteriales;,1
2710.0,2987.0,NC_021799,NZ_CP009976.1,Flavobacteriales;,1
2711.0,2988.0,NC_022342,NC_006085.1,Propionibacteriaceae;,1
2712.0,2989.0,NC_022340,NC_006085.1,Propionibacteriaceae;,1
2713.0,2990.0,NC_022341,NC_006085.1,Propionibacteriaceae;,1
2714.0,2991.0,KR337648,NC_006085.1,Propionibacteriaceae;,1
2715.0,2992.0,KR337649,NC_006085.1,Propionibacteriaceae;,1
2716.0,2993.0,KT895281,CP014475,Mycobacteriaceae;,1
2717.0,2994.0,KR337643,NC_006085.1,Propionibacteriaceae;,1
2718.0,2995.0,KR337646,NC_006085.1,Propionibacteriaceae;,1
2719.0,2996.0,KR337647,NC_006085.1,Propionibacteriaceae;,1
2720.0,2997.0,KR337644,NC_006085.1,Propionibacteriaceae;,1
2721.0,2998.0,KR337645,NC_006085.1,Propionibacteriaceae;,1
2722.0,2999.0,KU189325,NZ_JYBE02000001.1,Streptomycetaceae;,1
2723.0,3000.0,NC_010325,HG530068,Pseudomonadales;,1
2724.0,3001.0,MF197383,CP004353,Corynebacteriaceae;,1
2725.0,3002.0,NC_010326,HG530068,Pseudomonadales;,1
2726.0,3003.0,NC_028987,NZ_CP015121.1,Pseudomonadales;,1
2727.0,3004.0,NC_015294,HG530068,Pseudomonadales;,1
2728.0,3006.0,NC_028982,NZ_CP053931.1,Bacillales;,1
2729.0,3007.0,NC_028983,NZ_CP053931.1,Bacillales;,1
2730.0,3008.0,NC_028980,HG530068,Pseudomonadales;,1
2731.0,3009.0,NC_004306,NZ_AP014524.1,Vibrionales;,1
2732.0,3010.0,NC_018452,NZ_CP045235.1,Burkholderiales;,1
2733.0,3011.0,NC_011048,NZ_CP011007.1,Bacillales;,1
2734.0,3012.0,NC_007497,NZ_CP045235.1,Burkholderiales;,1
2735.0,3013.0,NC_021562,NZ_AP014524.1,Vibrionales;,1
2736.0,3014.0,NC_021560,NZ_SGOE01000001.1,Rhizobiales;,1
2737.0,3015.0,NC_001942,NZ_LR215047.1,Mycoplasmataceae;,1
2738.0,3016.0,NC_024123,HG530068,Pseudomonadales;,1
2739.0,3017.0,KU530220,NZ_JYBE02000001.1,Streptomycetaceae;,1
2740.0,3018.0,NC_021800,NZ_CP009976.1,Flavobacteriales;,1
2741.0,3019.0,MH229864,NZ_JYBE02000001.1,Streptomycetaceae;,1
2742.0,3020.0,MH229865,NZ_JYBE02000001.1,Streptomycetaceae;,1
2743.0,3021.0,MH229862,NZ_JYBE02000001.1,Streptomycetaceae;,1
2744.0,3022.0,MH229863,NZ_JYBE02000001.1,Streptomycetaceae;,1
2745.0,3023.0,NC_021806,NZ_CP009976.1,Flavobacteriales;,1
2746.0,3024.0,NC_029097,NZ_QKZO01000001.1,Rhodobacterales;,1
2747.0,3025.0,NC_021790,NZ_CP009976.1,Flavobacteriales;,1
2748.0,3026.0,NC_022986,HG530068,Pseudomonadales;,1
2749.0,3027.0,NC_024149,NZ_LXWL01000001.1,Lactobacillales;,1
2750.0,3028.0,NC_028933,HG530068,Pseudomonadales;,1
2751.0,3029.0,NC_005354,NZ_CP029614.1,Lactobacillales;,1
2752.0,3030.0,NC_005355,NZ_CP029614.1,Lactobacillales;,1
2753.0,3031.0,MF919505,NC_006085.1,Propionibacteriaceae;,1
2754.0,3033.0,NC_027622,NC_006085.1,Propionibacteriaceae;,1
2755.0,3034.0,NC_027623,NC_006085.1,Propionibacteriaceae;,1
2756.0,3035.0,NC_027620,NC_006085.1,Propionibacteriaceae;,1
2757.0,3036.0,NC_027621,NC_006085.1,Propionibacteriaceae;,1
2758.0,3037.0,NC_027626,NC_006085.1,Propionibacteriaceae;,1
2759.0,3038.0,NC_027627,NC_006085.1,Propionibacteriaceae;,1
2760.0,3039.0,NC_027624,NC_006085.1,Propionibacteriaceae;,1
2761.0,3040.0,NC_027625,NC_006085.1,Propionibacteriaceae;,1
2762.0,3041.0,NC_021794,NZ_CP009976.1,Flavobacteriales;,1
2763.0,3042.0,NC_027628,NC_006085.1,Propionibacteriaceae;,1
2764.0,3043.0,NC_027629,NC_006085.1,Propionibacteriaceae;,1
2765.0,3044.0,NC_024782,HG530068,Pseudomonadales;,1
2766.0,3045.0,NC_024367,NC_009952.1,Rhodobacterales;,1
2767.0,3046.0,NC_014229,NC_003155.5,Streptomycetaceae;,1
2768.0,3047.0,NC_024369,NZ_AP014524.1,Vibrionales;,1
2769.0,3048.0,NC_009816,NZ_LOQW01000006.1,Corynebacteriaceae;,1
2770.0,3049.0,MH926057,CP004353,Corynebacteriaceae;,1
2771.0,3050.0,MH926056,CP004353,Corynebacteriaceae;,1
2772.0,3051.0,NC_009818,HG530068,Pseudomonadales;,1
2773.0,3052.0,MG925353,CP014475,Mycobacteriaceae;,1
2774.0,3053.0,NC_028919,HG530068,Pseudomonadales;,1
2775.0,3054.0,NC_027997,CP012196,Campylobacterales;,1
2776.0,3055.0,NC_029002,NZ_CP046058.1,Chroococcales;,1
2777.0,3056.0,NC_029005,NC_003155.5,Streptomycetaceae;,1
2778.0,3057.0,NC_028809,HG530068,Pseudomonadales;,1
2779.0,3058.0,NC_027367,NC_006085.1,Propionibacteriaceae;,1
2780.0,3059.0,NC_027362,NC_006085.1,Propionibacteriaceae;,1
2781.0,3060.0,NC_027361,NC_006085.1,Propionibacteriaceae;,1
2782.0,3061.0,NC_004736,NZ_AP014524.1,Vibrionales;,1
2783.0,3062.0,NC_022337,NC_006085.1,Propionibacteriaceae;,1
2784.0,3063.0,NC_022336,NC_006085.1,Propionibacteriaceae;,1
2785.0,3064.0,NC_022335,NC_006085.1,Propionibacteriaceae;,1
2786.0,3065.0,NC_022334,NC_006085.1,Propionibacteriaceae;,1
2787.0,3066.0,NC_030909,NZ_CP015121.1,Pseudomonadales;,1
2788.0,3067.0,NC_030908,HG530068,Pseudomonadales;,1
2789.0,3069.0,NC_022338,NC_006085.1,Propionibacteriaceae;,1
2790.0,3070.0,MH155869,FN554889,Streptomycetaceae;,1
2791.0,3071.0,NC_031119,NC_006085.1,Propionibacteriaceae;,1
2792.0,3072.0,NC_031117,NZ_CP015121.1,Pseudomonadales;,1
2793.0,3073.0,NC_031116,JTHH01000008,Bacillales;,1
2794.0,3074.0,NC_003793,NZ_CP013197.1,Entomoplasmatales;,1
2795.0,3075.0,MG920059,CP014475,Mycobacteriaceae;,1
2796.0,3076.0,NC_031938,NZ_CP008880.1,Flavobacteriales;,1
2797.0,3077.0,MK433268,NZ_JYBE02000001.1,Streptomycetaceae;,1
2798.0,3078.0,MK433269,NZ_JYBE02000001.1,Streptomycetaceae;,1
2799.0,3079.0,MF541404,NZ_JYBE02000001.1,Streptomycetaceae;,1
2800.0,3080.0,NC_004820,NZ_CP053931.1,Bacillales;,1
2801.0,3081.0,NC_031931,NZ_CP008880.1,Flavobacteriales;,1
2802.0,3082.0,MH047633,CP014475,Mycobacteriaceae;,1
2803.0,3083.0,MH047632,CP014475,Mycobacteriaceae;,1
2804.0,3084.0,NC_012757,NZ_AP014524.1,Vibrionales;,1
2805.0,3085.0,NC_022751,NZ_AP018203.1,Leptolyngbyaceae;,1
2806.0,3086.0,NC_021793,NZ_CP009976.1,Flavobacteriales;,1
2807.0,3087.0,NC_028663,NC_005042.1,Prochloraceae;,1
2808.0,3088.0,NC_013692,HG530068,Pseudomonadales;,1
2809.0,3089.0,NC_028667,HG530068,Pseudomonadales;,1
2810.0,3090.0,NC_028702,NZ_LCZH01000038.1,Burkholderiales;,1
2811.0,3091.0,MK433278,NZ_JYBE02000001.1,Streptomycetaceae;,1
2812.0,3092.0,NC_021529,NZ_CP009977.1,Vibrionales;,1
2813.0,3093.0,NC_013691,HG530068,Pseudomonadales;,1
2814.0,3094.0,NC_015157,NZ_AP014524.1,Vibrionales;,1
2815.0,3095.0,NC_020835,NC_005042.1,Prochloraceae;,1
2816.0,3096.0,NC_015159,NZ_AP014524.1,Vibrionales;,1
2817.0,3097.0,NC_015158,NZ_AP014524.1,Vibrionales;,1
2818.0,3099.0,NC_031945,NZ_CP008880.1,Flavobacteriales;,1
2819.0,3100.0,NC_031065,CP012598,Enterobacterales;,1
2820.0,3101.0,NC_031063,HG530068,Pseudomonadales;,1
2821.0,3102.0,NC_017974,NZ_CP027107.1,Enterobacterales;,1
2822.0,3103.0,NC_017976,NZ_CP053931.1,Bacillales;,1
2823.0,3104.0,NC_017971,NC_021505.1,Pseudomonadales;,1
2824.0,3105.0,MH590589,NZ_JYBE02000001.1,Streptomycetaceae;,1
2825.0,3106.0,NC_004735,NC_013501.1,Order,1
2826.0,3107.0,NC_017972,NC_021505.1,Pseudomonadales;,1
2827.0,3108.0,NC_004827,NZ_CP012958.1,Pasteurellales;,1
2828.0,3109.0,NC_027397,NZ_AP014524.1,Vibrionales;,1
2829.0,3111.0,NC_027393,NZ_AP014524.1,Vibrionales;,1
2830.0,3112.0,NC_004821,NZ_CP053931.1,Bacillales;,1
2831.0,3113.0,NC_027391,NC_006085.1,Propionibacteriaceae;,1
2832.0,3114.0,MG198777,CP004353,Corynebacteriaceae;,1
2833.0,3115.0,MH178381,NZ_JYBE02000001.1,Streptomycetaceae;,1
2834.0,3117.0,NC_005258,JTHH01000008,Bacillales;,1
2835.0,3118.0,MH178382,NZ_JYBE02000001.1,Streptomycetaceae;,1
2836.0,3119.0,NC_015290,NC_005042.1,Prochloraceae;,1
2837.0,3120.0,NC_018857,NZ_CP053931.1,Bacillales;,1
2838.0,3121.0,NC_018856,NZ_CP053931.1,Bacillales;,1
2839.0,3122.0,NC_018853,NC_003155.5,Streptomycetaceae;,1
2840.0,3123.0,NC_018852,NC_006085.1,Propionibacteriaceae;,1
2841.0,3124.0,NC_018851,NC_006085.1,Propionibacteriaceae;,1
2842.0,3125.0,NC_009447,NZ_CP045235.1,Burkholderiales;,1
2843.0,3126.0,NC_025431,NZ_CP033334.1,Rhizobiales;,1
2844.0,3127.0,MG518520,NZ_JYBE02000001.1,Streptomycetaceae;,1
2845.0,3128.0,NC_007024,NZ_CP058243.1,Xanthomonadales;,1
2846.0,3129.0,NC_018454,NZ_CP027107.1,Enterobacterales;,1
2847.0,3130.0,NC_031245,NZ_CP011007.1,Bacillales;,1
2848.0,3131.0,NC_028848,NZ_CP015121.1,Pseudomonadales;,1
2849.0,3132.0,NC_017984,NZ_CP015121.1,Pseudomonadales;,1
2850.0,3133.0,NC_029046,CP003563,Rhizobiales;,1
2851.0,3134.0,NC_002484,HG530068,Pseudomonadales;,1
2852.0,3135.0,NC_024137,NZ_CP053931.1,Bacillales;,1
2853.0,3136.0,MF919533,NC_006085.1,Propionibacteriaceae;,1
2854.0,3137.0,NC_020083,CP013913,Enterobacterales;,1
2855.0,3138.0,NC_028967,NC_006085.1,Propionibacteriaceae;,1
2856.0,3139.0,NC_028684,NZ_CP015121.1,Pseudomonadales;,1
2857.0,3140.0,NC_023576,NC_013716.1,Enterobacterales;,1
2858.0,3141.0,NC_023570,NZ_CP015121.1,Pseudomonadales;,1
2859.0,3142.0,NC_019402,NZ_CP027107.1,Enterobacterales;,1
2860.0,3143.0,NC_019400,NZ_CP027107.1,Enterobacterales;,1
2861.0,3144.0,NC_031098,NZ_CP015121.1,Pseudomonadales;,1
2862.0,3145.0,NC_031096,NZ_CP009125.1,Enterobacterales;,1
2863.0,3146.0,NC_031091,HG530068,Pseudomonadales;,1
2864.0,3147.0,NC_022974,HG530068,Pseudomonadales;,1
2865.0,3148.0,NC_022971,HG530068,Pseudomonadales;,1
2866.0,3149.0,NC_022970,HG530068,Pseudomonadales;,1
2867.0,3150.0,MK305888,NZ_CP029197.1,Streptomycetaceae;,1
2868.0,3151.0,NC_016659,NC_005042.1,Prochloraceae;,1
2869.0,3152.0,NC_019927,NZ_CP027107.1,Enterobacterales;,1
2870.0,3153.0,NC_016657,NC_005042.1,Prochloraceae;,1
2871.0,3154.0,NC_029032,NZ_AP018203.1,Leptolyngbyaceae;,1
2872.0,3155.0,NC_004996,NZ_MUYO01000001.1,Lactobacillales;,1
2873.0,3156.0,NC_001628,HG530068,Pseudomonadales;,1
2874.0,3157.0,NC_003313,NZ_AP014524.1,Vibrionales;,1
2875.0,3158.0,NC_008717,HG530068,Pseudomonadales;,1
2876.0,3159.0,NC_007808,HG530068,Pseudomonadales;,1
2877.0,3160.0,NC_007809,HG530068,Pseudomonadales;,1
2878.0,3161.0,NC_020878,NC_005042.1,Prochloraceae;,1
2879.0,3162.0,NC_019525,NC_005363.1,Bdellovibrionales;,1
2880.0,3163.0,NC_020874,NC_005042.1,Prochloraceae;,1
2881.0,3164.0,NC_028748,JTHH01000008,Bacillales;,1
2882.0,3165.0,NC_007805,HG530068,Pseudomonadales;,1
2883.0,3166.0,NC_007806,HG530068,Pseudomonadales;,1
2884.0,3167.0,NC_007807,HG530068,Pseudomonadales;,1
2885.0,3168.0,NC_031027,JTHH01000008,Bacillales;,1
2886.0,3169.0,NC_031024,JTHH01000008,Bacillales;,1
2887.0,3170.0,NC_029024,NZ_CP053931.1,Bacillales;,1
2888.0,3171.0,NC_030940,HG530068,Pseudomonadales;,1
2889.0,3172.0,NC_030947,NC_004557.1,Clostridiales;,1
2890.0,3173.0,NC_004462,NC_006461.1,Thermales;,1
2891.0,3174.0,NC_022091,HG530068,Pseudomonadales;,1
2892.0,3175.0,NC_009543,NZ_CP007810.1,Xanthomonadales;,1
2893.0,3176.0,NC_009542,NZ_NKWY01000001.1,Aeromonadales;,1
2894.0,3177.0,NC_009541,NC_006085.1,Propionibacteriaceae;,1
2895.0,3178.0,NC_011523,NC_007530.2,Bacillales;,1
2896.0,3179.0,KR337654,NC_006085.1,Propionibacteriaceae;,1
2897.0,3180.0,KR337651,NC_006085.1,Propionibacteriaceae;,1
2898.0,3181.0,KR337650,NC_006085.1,Propionibacteriaceae;,1
2899.0,3182.0,KR337653,NC_006085.1,Propionibacteriaceae;,1
2900.0,3183.0,KR337652,NC_006085.1,Propionibacteriaceae;,1
2901.0,3184.0,NC_027118,NZ_AP014524.1,Vibrionales;,1
2902.0,3185.0,NC_027292,NC_021505.1,Pseudomonadales;,1
2903.0,3186.0,NC_004902,NZ_CP007810.1,Xanthomonadales;,1
2904.0,3187.0,NC_027296,NZ_QLMF01000001.1,Rhizobiales;,1
2905.0,3188.0,NC_027295,NC_006085.1,Propionibacteriaceae;,1
2906.0,3189.0,NC_027294,NC_006085.1,Propionibacteriaceae;,1
2907.0,3190.0,NC_019813,HG530068,Pseudomonadales;,1
2908.0,3191.0,NC_015453,NC_006085.1,Propionibacteriaceae;,1
2909.0,3192.0,NC_015454,NC_006085.1,Propionibacteriaceae;,1
2910.0,3193.0,NC_027373,NC_006085.1,Propionibacteriaceae;,1
2911.0,3194.0,NC_001956,NZ_AP014524.1,Vibrionales;,1
2912.0,3196.0,NC_006945,JTHH01000008,Bacillales;,1
2913.0,3197.0,NC_029081,NZ_CP009125.1,Enterobacterales;,1
2914.0,3198.0,NC_029083,HG530068,Pseudomonadales;,1
2915.0,3199.0,NC_028887,JTHH01000008,Bacillales;,1
2916.0,3200.0,NC_028886,JTHH01000008,Bacillales;,1
2917.0,3201.0,NC_028885,HG530068,Pseudomonadales;,1
2918.0,3202.0,NC_021802,NZ_CP009976.1,Flavobacteriales;,1
2919.0,3203.0,NC_029078,NC_015601.1,Erysipelotrichales;,1
2920.0,3204.0,NC_021803,NZ_CP009976.1,Flavobacteriales;,1
2921.0,3205.0,MG812488,CP014475,Mycobacteriaceae;,1
2922.0,3206.0,KT186228,NZ_CP029197.1,Streptomycetaceae;,1
2923.0,3207.0,KT186229,NZ_CP029197.1,Streptomycetaceae;,1
2924.0,3208.0,NC_006548,HG530068,Pseudomonadales;,1
2925.0,3209.0,NC_021805,NZ_CP009976.1,Flavobacteriales;,1
2926.0,3210.0,NC_029047,CM003594,Pseudomonadales;,1
2927.0,3211.0,NC_023007,NC_007530.2,Bacillales;,1
2928.0,3212.0,MF919491,NC_006085.1,Propionibacteriaceae;,1
2929.0,3213.0,NC_009803,NC_006461.1,Thermales;,1
2930.0,3214.0,NC_001884,NZ_CP011007.1,Bacillales;,1
2931.0,3215.0,NC_005069,NZ_CWGL01000001.1,Enterobacterales;,1
2932.0,3216.0,NC_004165,NZ_CP011007.1,Bacillales;,1
2933.0,3217.0,NC_027370,NC_006085.1,Propionibacteriaceae;,1
2934.0,3218.0,NC_027371,NC_006085.1,Propionibacteriaceae;,1
2935.0,3219.0,NC_001365,NZ_CP013197.1,Entomoplasmatales;,1
2936.0,3221.0,NC_028817,HG530068,Pseudomonadales;,1
