phage,host,species,relation
NC_031075,NZ_CP010341.1,Thermoanaerobacterales,0
NC_031076,NZ_CP010341.1,Arthrobacter,0
NC_031077,NZ_CP010341.1,Rhodobacteraceae;,0
KT381276,NZ_CP010341.1,Halomonadaceae;,0
KT381277,NZ_CP010341.1,Thermoanaerobacterales,0
NC_022069,NZ_CP010341.1,Oceanospirillaceae;,0
NC_022068,NZ_CP010341.1,Arthrobacter,0
MH371107,NZ_CP010341.1,Nodularia,0
NC_022063,NZ_CP010341.1,Burkholderiaceae;,0
NC_022062,NZ_CP010341.1,Tannerellaceae;,0
MH371109,NZ_CP010341.1,Trichormus,0
NC_022060,NZ_CP010341.1,Enterococcaceae;,0
NC_022067,NZ_CP010341.1,Clostridiaceae;,0
NC_022066,NZ_CP010341.1,Gordonia,0
NC_022065,NZ_CP010341.1,Vibrionaceae;,0
NC_022064,NZ_CP010341.1,Pelagibacteraceae;,0
MG925345,NZ_CP010341.1,Bacteroidaceae;,0
MG925344,NZ_CP010341.1,Clostridiaceae;,0
MG925347,NZ_CP010341.1,Staphylococcaceae;,0
MG925346,NZ_CP010341.1,Pasteurellaceae;,0
MG925341,NZ_CP010341.1,Bacteroidaceae;,0
MG925340,NZ_CP010341.1,Actinoplanes,0
MG925343,NZ_CP010341.1,Colwelliaceae;,0
MG925342,NZ_CP010341.1,Campylobacteraceae;,0
MG925349,NZ_CP010341.1,Enterococcaceae;,0
MG925348,NZ_CP010341.1,Acetobacteraceae;,0
NC_027120,NZ_CP010341.1,Rhodobacteraceae;,0
NC_018843,NZ_CP010341.1,Idiomarinaceae;,0
MH834598,NZ_CP010341.1,Colwelliaceae;,0
MH744424,NZ_CP010341.1,Aeromonadaceae;,0
MH744425,NZ_CP010341.1,II.,0
MH744420,NZ_CP010341.1,Halomonadaceae;,0
MH744421,NZ_CP010341.1,Caulobacteraceae;,0
MH744422,NZ_CP010341.1,Bacteroidaceae;,0
MH744423,NZ_CP010341.1,Hexapoda;,0
KU998248,NZ_CP010341.1,Fusobacterium,0
KU998249,NZ_CP010341.1,II.,0
KF188414,NZ_CP010341.1,Sinomonas,0
KU998240,NZ_CP010341.1,Microcoleaceae;,0
KU998241,NZ_CP010341.1,Staphylococcaceae;,0
KU998242,NZ_CP010341.1,II.,0
KU998243,NZ_CP010341.1,Staphylococcaceae;,0
KU998244,NZ_CP010341.1,Vertebrata;,0
KU998245,NZ_CP010341.1,Mycolicibacterium,0
KU998246,NZ_CP010341.1,Bacteroidaceae;,0
KU998247,NZ_CP010341.1,Idiomarinaceae;,0
KU695581,NZ_CP010341.1,Leptospira,0
KU695582,NZ_CP010341.1,Clavibacter,0
NC_028917,NZ_CP010341.1,Vibrionaceae;,0
NC_028916,NZ_CP010341.1,Tetrasphaera,0
NC_028911,NZ_CP010341.1,Colwelliaceae;,0
NC_028910,NZ_CP010341.1,Burkholderiaceae;,0
NC_028912,NZ_CP010341.1,Burkholderiaceae;,0
NC_029107,NZ_CP010341.1,Halobacteria;,0
NC_023718,NZ_CP010341.1,Pasteurellaceae;,0
NC_009878,NZ_CP010341.1,Rhodobacteraceae;,0
NC_009877,NZ_CP010341.1,Halomonadaceae;,0
MK305893,NZ_CP010341.1,Spiroplasmataceae;,0
MK305892,NZ_CP010341.1,Streptomyces;,0
MH450120,NZ_CP010341.1,Mycobacteroides,0
MH051248,NZ_CP010341.1,Pelagibacteraceae;,0
NC_016763,NZ_CP010341.1,Thermoanaerobacterales,0
MH051247,NZ_CP010341.1,Vertebrata;,0
MH051246,NZ_CP010341.1,Arthrobacter,0
NC_024356,NZ_CP010341.1,Tsukamurella,0
NC_028828,NZ_CP010341.1,Mycobacteroides,0
NC_019485,NZ_CP010341.1,Rhodococcus,0
NC_004112,NZ_CP010341.1,Mycolicibacterium,0
NC_028821,NZ_CP010341.1,Mycobacterium;,0
NC_027340,NZ_CP010341.1,Rhodococcus,0
NC_028823,NZ_CP010341.1,Rhodococcus,0
NC_027342,NZ_CP010341.1,Enterobacteriaceae;,0
JN408459,NZ_CP010341.1,Gordonia,0
NC_028826,NZ_CP010341.1,chlorophytes;,0
MK359362,NZ_CP010341.1,Morganellaceae;,0
KT355475,NZ_CP010341.1,Oscillatoriaceae;,0
KT355474,NZ_CP010341.1,Leuconostocaceae;,0
MK359366,NZ_CP010341.1,Vertebrata;,0
KT355472,NZ_CP010341.1,Mycobacterium;,0
MK359364,NZ_CP010341.1,Arthrobacter,0
MK359365,NZ_CP010341.1,Microcoleaceae;,0
KU935729,NZ_CP010341.1,Caulobacteraceae;,0
NC_010463,NZ_CP010341.1,Bacillaceae;,0
MH271306,NZ_CP010341.1,Cutibacterium,0
MH271307,NZ_CP010341.1,Yersiniaceae;,0
MH271304,NZ_CP010341.1,Halomonadaceae;,0
MH271305,NZ_CP010341.1,Halobacteria;,0
MH271302,NZ_CP010341.1,Spiroplasmataceae;,0
MH271303,NZ_CP010341.1,Bacillaceae;,0
MH271301,NZ_CP010341.1,Helicobacteraceae;,0
MH271308,NZ_CP010341.1,Mycolicibacterium,0
MH271309,NZ_CP010341.1,Mycobacterium,0
MH316563,NZ_CP010341.1,Nocardia,0
JN859129,NZ_CP010341.1,Idiomarinaceae;,0
JN618996,NZ_CP010341.1,Burkholderiaceae;,0
NC_011021,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_011020,NZ_CP010341.1,Rhodobacteraceae;,0
MH025888,NZ_CP010341.1,Microcoleaceae;,0
NC_011022,NZ_CP010341.1,Colwelliaceae;,0
KR063279,NZ_CP010341.1,Leptospira,0
KR063278,NZ_CP010341.1,Burkholderiaceae;,0
NC_028670,NZ_CP010341.1,Microcoleaceae;,0
NC_028671,NZ_CP010341.1,Tannerellaceae;,0
NC_025467,NZ_CP010341.1,Sinomonas,0
NC_025465,NZ_CP010341.1,Colwelliaceae;,0
NC_025460,NZ_CP010341.1,Helicobacteraceae;,0
MH825703,NZ_CP010341.1,Sphingomonadaceae;,0
KX688102,NZ_CP010341.1,Prochlorococcus,0
KX688103,NZ_CP010341.1,Helicobacteraceae;,0
NC_004172,NZ_CP010341.1,Erwiniaceae;,0
NC_031090,NZ_CP010341.1,Sphingomonadaceae;,0
KC661272,NZ_CP010341.1,Pectobacteriaceae;,0
MH825708,NZ_CP010341.1,Helicobacteraceae;,0
KX670790,NZ_CP010341.1,Thermoanaerobacterales,0
NC_027366,NZ_CP010341.1,chlorophytes;,0
KT222942,NZ_CP010341.1,Tannerellaceae;,0
KT222940,NZ_CP010341.1,Hafniaceae;,0
KT222941,NZ_CP010341.1,Mycoplasma,0
NC_031269,NZ_CP010341.1,Mycolicibacterium,0
NC_002185,NZ_CP010341.1,Bacteroidaceae;,0
NC_031265,NZ_CP010341.1,Ruminococcaceae;,0
NC_031264,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_031267,NZ_CP010341.1,Propionibacterium,0
NC_031266,NZ_CP010341.1,Moraxellaceae;,0
NC_031261,NZ_CP010341.1,Streptococcaceae;,0
NC_031260,NZ_CP010341.1,Aeromonadaceae;,0
NC_031263,NZ_CP010341.1,Sulfolobaceae;,0
NC_031262,NZ_CP010341.1,Colwelliaceae;,0
MF140411,NZ_CP010341.1,Methanobacteria;,0
MF140410,NZ_CP010341.1,Enterobacteriaceae;,0
MG839024,NZ_CP010341.1,Halomonadaceae;,0
MF140412,NZ_CP010341.1,Methanobacteria;,0
MG839022,NZ_CP010341.1,Caulobacteraceae;,0
MG839023,NZ_CP010341.1,Chlamydia/Chlamydophila,0
MF140417,NZ_CP010341.1,Pseudomonadaceae;,0
MG839021,NZ_CP010341.1,Kitasatospora,0
MF140419,NZ_CP010341.1,Flavobacteriaceae;,0
NC_028803,NZ_CP010341.1,Oceanospirillaceae;,0
MG839028,NZ_CP010341.1,Vibrionaceae;,0
MG839029,NZ_CP010341.1,Kitasatospora,0
NC_023723,NZ_CP010341.1,Moraxellaceae;,0
MK308637,NZ_CP010341.1,Alcaligenaceae;,0
NC_023721,NZ_CP010341.1,chlorophytes;,0
MF472894,NZ_CP010341.1,Spiroplasmataceae;,0
MF472893,NZ_CP010341.1,Hafniaceae;,0
NC_023726,NZ_CP010341.1,Leptospira,0
NC_023725,NZ_CP010341.1,Bacillaceae;,0
NC_023724,NZ_CP010341.1,Hexapoda;,0
NC_015252,NZ_CP010341.1,Nocardia,0
NC_015253,NZ_CP010341.1,Idiomarinaceae;,0
NC_015250,NZ_CP010341.1,Rhizobiaceae;,0
NC_015251,NZ_CP010341.1,Morganellaceae;,0
NC_007057,NZ_CP010341.1,Caulobacteraceae;,0
NC_007056,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_007055,NZ_CP010341.1,Thermaceae;,0
NC_022980,NZ_CP010341.1,Streptococcaceae;,0
NC_022981,NZ_CP010341.1,Enterococcaceae;,0
NC_022983,NZ_CP010341.1,Prochlorococcus,0
NC_022984,NZ_CP010341.1,Mycobacterium;,0
NC_022985,NZ_CP010341.1,Microbacterium,0
MF155947,NZ_CP010341.1,Halobacteria;,0
MF155946,NZ_CP010341.1,Leuconostocaceae;,0
MF324914,NZ_CP010341.1,Caulobacteraceae;,0
MF324915,NZ_CP010341.1,Pasteurellaceae;,0
MF324911,NZ_CP010341.1,Hexapoda;,0
MF324912,NZ_CP010341.1,Rhodobacteraceae;,0
MF324913,NZ_CP010341.1,Rhodobacteraceae;,0
NC_008723,NZ_CP010341.1,Thermaceae;,0
KM197169,NZ_CP010341.1,Tsukamurella,0
NC_024389,NZ_CP010341.1,Mamiellales;,0
NC_012696,NZ_CP010341.1,Streptomyces,0
NC_016073,NZ_CP010341.1,Pasteurellaceae;,0
NC_016071,NZ_CP010341.1,Lactobacillaceae;,0
MK524491,NZ_CP010341.1,Sphingomonadaceae;,0
NC_031913,NZ_CP010341.1,Pectobacteriaceae;,0
NC_031910,NZ_CP010341.1,Vibrionaceae;,0
NC_023582,NZ_CP010341.1,Colwelliaceae;,0
NC_031915,NZ_CP010341.1,Clostridiaceae;,0
NC_023580,NZ_CP010341.1,Comamonadaceae;,0
NC_011802,NZ_CP010341.1,Streptomyces,0
NC_011801,NZ_CP010341.1,Sinomonas,0
NC_031918,NZ_CP010341.1,Mycobacteroides,0
NC_023859,NZ_CP010341.1,Mycobacterium,0
NC_023588,NZ_CP010341.1,Pseudoalteromonadaceae;,0
NC_011201,NZ_CP010341.1,Tannerellaceae;,0
KR080201,NZ_CP010341.1,Tsukamurella,0
KR080200,NZ_CP010341.1,Spiroplasmataceae;,0
KR080203,NZ_CP010341.1,Rhodospirillaceae;,0
KR080202,NZ_CP010341.1,Idiomarinaceae;,0
KR080205,NZ_CP010341.1,Hafniaceae;,0
KR080204,NZ_CP010341.1,Alcaligenaceae;,0
KR080206,NZ_CP010341.1,Sulfolobaceae;,0
NC_028768,NZ_CP010341.1,Vertebrata;,0
MG593803,NZ_CP010341.1,Pelagibacteraceae;,0
MG593802,NZ_CP010341.1,Acetobacteraceae;,0
MG593801,NZ_CP010341.1,Streptomyces;,0
MG593800,NZ_CP010341.1,Ruminococcaceae;,0
NC_028762,NZ_CP010341.1,Rhodospirillaceae;,0
NC_028760,NZ_CP010341.1,Microcoleaceae;,0
NC_011976,NZ_CP010341.1,Actinoplanes,0
JN006061,NZ_CP010341.1,Enterobacteriaceae;,0
JN006062,NZ_CP010341.1,Mycoplasma,0
JN006063,NZ_CP010341.1,Erwiniaceae;,0
JN006064,NZ_CP010341.1,Brevibacterium,0
MH171095,NZ_CP010341.1,Moraxellaceae;,0
NC_031004,NZ_CP010341.1,Oscillatoriaceae;,0
NC_031007,NZ_CP010341.1,Actinoplanes,0
NC_031001,NZ_CP010341.1,Campylobacteraceae;,0
NC_004616,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_031002,NZ_CP010341.1,Pseudoalteromonadaceae;,0
NC_031009,NZ_CP010341.1,Clavibacter,0
NC_031008,NZ_CP010341.1,Burkholderiaceae;,0
NC_003438,NZ_CP010341.1,Bacillaceae;,0
NC_022070,NZ_CP010341.1,Bacillaceae;,0
NC_022071,NZ_CP010341.1,Tsukamurella,0
MF185724,NZ_CP010341.1,Streptomyces,0
NC_014595,NZ_CP010341.1,Thermoanaerobacterales,0
NC_004617,NZ_CP010341.1,Brucellaceae;,0
KX620750,NZ_CP010341.1,Tetrasphaera,0
KU998239,NZ_CP010341.1,Mycobacterium;,0
KX620753,NZ_CP010341.1,Tannerellaceae;,0
KY204249,NZ_CP010341.1,Propionibacterium,0
MF140397,NZ_CP010341.1,Streptomyces;,0
NC_000872,NZ_CP010341.1,Leuconostocaceae;,0
NC_013648,NZ_CP010341.1,Cutibacterium,0
NC_023606,NZ_CP010341.1,Listeriaceae;,0
JN243856,NZ_CP010341.1,Streptococcaceae;,0
KX620754,NZ_CP010341.1,Lactobacillaceae;,0
KY204244,NZ_CP010341.1,Methanobacteria;,0
NC_018831,NZ_CP010341.1,Oceanospirillaceae;,0
KX648373,NZ_CP010341.1,Microbacterium,0
NC_013646,NZ_CP010341.1,Helicobacteraceae;,0
MF919512,NZ_CP010341.1,Brevibacterium,0
JF937090,NZ_CP010341.1,Oceanospirillaceae;,0
NC_023601,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_013644,NZ_CP010341.1,Fusobacterium,0
NC_023602,NZ_CP010341.1,Idiomarinaceae;,0
NC_013643,NZ_CP010341.1,Arthrobacter,0
MF919511,NZ_CP010341.1,Gordonia,0
NC_013420,NZ_CP010341.1,Hexapoda;,0
NC_004584,NZ_CP010341.1,Lactobacillaceae;,0
NC_004585,NZ_CP010341.1,Thermoanaerobacterales,0
NC_004586,NZ_CP010341.1,Streptomyces;,0
NC_004587,NZ_CP010341.1,Microcoleaceae;,0
KU998253,NZ_CP010341.1,Propionibacterium,0
KU998252,NZ_CP010341.1,Paenibacillaceae;,0
KU998251,NZ_CP010341.1,Pelagibacteraceae;,0
KU998250,NZ_CP010341.1,Hexapoda;,0
NC_004588,NZ_CP010341.1,Mycobacteroides,0
KU998256,NZ_CP010341.1,Vertebrata;,0
KU998255,NZ_CP010341.1,Leuconostocaceae;,0
KU998254,NZ_CP010341.1,Propionibacterium,0
NC_026603,NZ_CP010341.1,Staphylococcaceae;,0
NC_001335,NZ_CP010341.1,Helicobacteraceae;,0
NC_026607,NZ_CP010341.1,Mycobacterium,0
NC_026606,NZ_CP010341.1,Tsukamurella,0
NC_026605,NZ_CP010341.1,Prochlorococcus,0
NC_026604,NZ_CP010341.1,Arthrobacter,0
NC_023608,NZ_CP010341.1,Flavobacteriaceae;,0
NC_026609,NZ_CP010341.1,Caulobacteraceae;,0
NC_026608,NZ_CP010341.1,Rhizobiaceae;,0
NC_005340,NZ_CP010341.1,Pseudomonadaceae;,0
MH513974,NZ_CP010341.1,Microbacterium,0
MH513975,NZ_CP010341.1,Vibrionaceae;,0
MH513976,NZ_CP010341.1,Pectobacteriaceae;,0
MH513977,NZ_CP010341.1,Streptomyces,0
MH513971,NZ_CP010341.1,Acetobacteraceae;,0
MH513972,NZ_CP010341.1,Sphingomonadaceae;,0
MH513973,NZ_CP010341.1,Idiomarinaceae;,0
NC_009603,NZ_CP010341.1,Brucellaceae;,0
MH513978,NZ_CP010341.1,Burkholderiaceae;,0
MH513979,NZ_CP010341.1,Peptostreptococcaceae;,0
NC_028908,NZ_CP010341.1,Trichormus,0
NC_009875,NZ_CP010341.1,Yersiniaceae;,0
NC_024375,NZ_CP010341.1,Pectobacteriaceae;,0
NC_019548,NZ_CP010341.1,Chlamydia/Chlamydophila,0
KY223999,NZ_CP010341.1,Clavibacter,0
NC_019543,NZ_CP010341.1,Microbacterium,0
NC_019540,NZ_CP010341.1,Leptospira,0
JQ896627,NZ_CP010341.1,II.,0
KT375356,NZ_CP010341.1,Pelagibacteraceae;,0
NC_019545,NZ_CP010341.1,Hafniaceae;,0
KY549152,NZ_CP010341.1,Nocardia,0
KU865303,NZ_CP010341.1,Leuconostocaceae;,0
NC_022061,NZ_CP010341.1,Erwiniaceae;,0
NC_021773,NZ_CP010341.1,Kitasatospora,0
KY549155,NZ_CP010341.1,chlorophytes;,0
KX702320,NZ_CP010341.1,Colwelliaceae;,0
NC_019490,NZ_CP010341.1,Mycolicibacterium,0
NC_019496,NZ_CP010341.1,Mycobacterium;,0
NC_027358,NZ_CP010341.1,Arthrobacter,0
NC_028832,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_028830,NZ_CP010341.1,Burkholderiaceae;,0
NC_028837,NZ_CP010341.1,Tannerellaceae;,0
NC_028834,NZ_CP010341.1,Leptospira,0
NC_028835,NZ_CP010341.1,Microbacterium,0
MK460246,NZ_CP010341.1,Morganellaceae;,0
MK460247,NZ_CP010341.1,Oceanospirillaceae;,0
MH271319,NZ_CP010341.1,Microcoleaceae;,0
MH271318,NZ_CP010341.1,Brevibacterium,0
KU935731,NZ_CP010341.1,Pseudoalteromonadaceae;,0
KU935730,NZ_CP010341.1,Pasteurellaceae;,0
MH271311,NZ_CP010341.1,Rhizobiaceae;,0
MH271310,NZ_CP010341.1,Yersiniaceae;,0
MH271313,NZ_CP010341.1,Rhodospirillaceae;,0
MH271312,NZ_CP010341.1,Brevibacterium,0
MH271315,NZ_CP010341.1,Sphingomonadaceae;,0
MH271314,NZ_CP010341.1,Fusobacterium,0
MH271316,NZ_CP010341.1,Pseudomonadaceae;,0
NC_028880,NZ_CP010341.1,Microcoleaceae;,0
JN412590,NZ_CP010341.1,Chlamydia/Chlamydophila,0
MK433259,NZ_CP010341.1,Tetrasphaera,0
NC_021348,NZ_CP010341.1,II.,0
MF377442,NZ_CP010341.1,Mycobacteroides,0
MF377440,NZ_CP010341.1,Tannerellaceae;,0
MF377441,NZ_CP010341.1,Alcaligenaceae;,0
KM923970,NZ_CP010341.1,Oceanospirillaceae;,0
MH025890,NZ_CP010341.1,Actinoplanes,0
NC_011038,NZ_CP010341.1,Sulfolobaceae;,0
NC_011039,NZ_CP010341.1,Trichormus,0
KM236502,NZ_CP010341.1,Tsukamurella,0
NC_007917,NZ_CP010341.1,Leuconostocaceae;,0
MK016504,NZ_CP010341.1,Corynebacterium,0
MK016502,NZ_CP010341.1,Leptospira,0
MK016503,NZ_CP010341.1,Peptostreptococcaceae;,0
MK016500,NZ_CP010341.1,Rhodococcus,0
MK016501,NZ_CP010341.1,Leuconostocaceae;,0
MH651186,NZ_CP010341.1,Oscillatoriaceae;,0
MF140428,NZ_CP010341.1,Brucellaceae;,0
MH651184,NZ_CP010341.1,Enterococcaceae;,0
MH651185,NZ_CP010341.1,Vibrionaceae;,0
MH651182,NZ_CP010341.1,Sinomonas,0
MH651183,NZ_CP010341.1,Gordonia,0
MH651180,NZ_CP010341.1,Gordonia,0
MH651181,NZ_CP010341.1,Paenibacillaceae;,0
KY083063,NZ_CP010341.1,Mycobacteroides,0
MH651188,NZ_CP010341.1,Moraxellaceae;,0
MH651189,NZ_CP010341.1,Ruminococcaceae;,0
NC_005131,NZ_CP010341.1,Cutibacterium,0
KY083061,NZ_CP010341.1,Listeriaceae;,0
MG872841,NZ_CP010341.1,Leuconostocaceae;,0
MG872840,NZ_CP010341.1,Peptostreptococcaceae;,0
MG872843,NZ_CP010341.1,Microbacterium,0
MG872842,NZ_CP010341.1,Lactobacillaceae;,0
NC_004814,NZ_CP010341.1,Streptomyces;,0
MH450118,NZ_CP010341.1,Pseudomonadaceae;,0
MH450119,NZ_CP010341.1,Kitasatospora,0
MH450116,NZ_CP010341.1,Bacteroidaceae;,0
MH450117,NZ_CP010341.1,Flavobacteriaceae;,0
MH450113,NZ_CP010341.1,Fusobacterium,0
NC_024380,NZ_CP010341.1,Ruminococcaceae;,0
NC_007605,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_031080,NZ_CP010341.1,Thermaceae;,0
KX670788,NZ_CP010341.1,Tannerellaceae;,0
KX670787,NZ_CP010341.1,Tetrasphaera,0
KX670786,NZ_CP010341.1,Halomonadaceae;,0
NC_031238,NZ_CP010341.1,Listeriaceae;,0
NC_024383,NZ_CP010341.1,chlorophytes;,0
NC_024384,NZ_CP010341.1,Moraxellaceae;,0
KT359365,NZ_CP010341.1,Halobacteria;,0
NC_024385,NZ_CP010341.1,Prochlorococcus,0
KT347313,NZ_CP010341.1,Mycobacterium;,0
NC_024386,NZ_CP010341.1,Alcaligenaceae;,0
NC_031279,NZ_CP010341.1,Enterobacteriaceae;,0
MG839030,NZ_CP010341.1,Bacteroidaceae;,0
MF140427,NZ_CP010341.1,Trichormus,0
NC_031271,NZ_CP010341.1,Corynebacterium,0
JN561150,NZ_CP010341.1,Fusobacterium,0
NC_023735,NZ_CP010341.1,Mamiellales;,0
NC_023737,NZ_CP010341.1,Spiroplasmataceae;,0
NC_007048,NZ_CP010341.1,Kitasatospora,0
NC_023731,NZ_CP010341.1,Staphylococcaceae;,0
NC_023732,NZ_CP010341.1,Streptomyces;,0
NC_023733,NZ_CP010341.1,Rhodobacteraceae;,0
NC_025453,NZ_CP010341.1,Tetrasphaera,0
NC_015266,NZ_CP010341.1,Listeriaceae;,0
NC_015265,NZ_CP010341.1,Vibrionaceae;,0
NC_015264,NZ_CP010341.1,Comamonadaceae;,0
NC_023738,NZ_CP010341.1,Peptostreptococcaceae;,0
NC_023739,NZ_CP010341.1,Sphingomonadaceae;,0
MF155936,NZ_CP010341.1,Brevibacterium,0
MF324909,NZ_CP010341.1,Enterobacteriaceae;,0
MF324908,NZ_CP010341.1,Shewanellaceae;,0
MF324907,NZ_CP010341.1,Rhodobacteraceae;,0
MF324906,NZ_CP010341.1,Methanobacteria;,0
MF324905,NZ_CP010341.1,chlorophytes;,0
MF324904,NZ_CP010341.1,Pasteurellaceae;,0
MF324903,NZ_CP010341.1,Campylobacteraceae;,0
MF324902,NZ_CP010341.1,Halomonadaceae;,0
MF324901,NZ_CP010341.1,Microcoleaceae;,0
MF324900,NZ_CP010341.1,Rhizobiaceae;,0
NC_002649,NZ_CP010341.1,Streptococcaceae;,0
NC_031097,NZ_CP010341.1,Fusobacterium,0
JX262376,NZ_CP010341.1,Staphylococcaceae;,0
NC_001998,NZ_CP010341.1,Streptomyces,0
NC_023594,NZ_CP010341.1,Morganellaceae;,0
NC_023595,NZ_CP010341.1,Xanthomonadaceae;,0
NC_023597,NZ_CP010341.1,Sinomonas,0
NC_031907,NZ_CP010341.1,Lactobacillaceae;,0
NC_031901,NZ_CP010341.1,Caulobacteraceae;,0
NC_031902,NZ_CP010341.1,Chlamydia/Chlamydophila,0
KT326767,NZ_CP010341.1,Pelagibacteraceae;,0
NC_031908,NZ_CP010341.1,Clavibacter,0
NC_031909,NZ_CP010341.1,Caulobacteraceae;,0
JX649098,NZ_CP010341.1,Pelagibacteraceae;,0
NC_024208,NZ_CP010341.1,Paenibacillaceae;,0
KT285706,NZ_CP010341.1,Tsukamurella,0
JN083852,NZ_CP010341.1,Leptospira,0
JN083853,NZ_CP010341.1,Prochlorococcus,0
NC_028751,NZ_CP010341.1,Streptomyces;,0
NC_028750,NZ_CP010341.1,Aeromonadaceae;,0
NC_028757,NZ_CP010341.1,Mycobacterium,0
NC_028754,NZ_CP010341.1,Halobacteria;,0
NC_028759,NZ_CP010341.1,Arthrobacter,0
NC_028758,NZ_CP010341.1,,0
NC_004615,NZ_CP010341.1,Nodularia,0
NC_031017,NZ_CP010341.1,Enterobacteriaceae;,0
NC_031013,NZ_CP010341.1,Gordonia,0
NC_031010,NZ_CP010341.1,Rhodospirillaceae;,0
NC_031011,NZ_CP010341.1,Halomonadaceae;,0
NC_008721,NZ_CP010341.1,Vibrionaceae;,0
MH399780,NZ_CP010341.1,Brucellaceae;,0
NC_024203,NZ_CP010341.1,Morganellaceae;,0
NC_031018,NZ_CP010341.1,Arthrobacter,0
NC_031019,NZ_CP010341.1,Listeriaceae;,0
NC_022085,NZ_CP010341.1,Alcaligenaceae;,0
NC_022087,NZ_CP010341.1,II.,0
NC_022086,NZ_CP010341.1,Oscillatoriaceae;,0
NC_024204,NZ_CP010341.1,Brucellaceae;,0
JX649096,NZ_CP010341.1,Colwelliaceae;,0
KT388014,NZ_CP010341.1,Paenibacillaceae;,0
NC_031044,NZ_CP010341.1,Corynebacterium,0
KR053200,NZ_CP010341.1,Propionibacterium,0
JN185608,NZ_CP010341.1,Pasteurellaceae;,0
NC_012784,NZ_CP010341.1,Erwiniaceae;,0
NC_027335,NZ_CP010341.1,Acetobacteraceae;,0
NC_012788,NZ_CP010341.1,Rhodococcus,0
NC_028856,NZ_CP010341.1,Actinomyces,0
NC_005282,NZ_CP010341.1,Clostridiaceae;,0
NC_005284,NZ_CP010341.1,Mamiellales;,0
KY006473,NZ_CP010341.1,Ruminococcaceae;,0
NC_028851,NZ_CP010341.1,Thermoanaerobacterales,0
KX507361,NZ_CP010341.1,Leptospira,0
NC_020879,NZ_CP010341.1,Clavibacter,0
NC_011589,NZ_CP010341.1,Pseudoalteromonadaceae;,0
NC_004777,NZ_CP010341.1,Corynebacterium,0
NC_026612,NZ_CP010341.1,Erwiniaceae;,0
NC_026613,NZ_CP010341.1,Alcaligenaceae;,0
NC_005356,NZ_CP010341.1,Mycobacteroides,0
NC_005357,NZ_CP010341.1,Clavibacter,0
NC_028930,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_028937,NZ_CP010341.1,Pasteurellaceae;,0
NC_028936,NZ_CP010341.1,Enterobacteriaceae;,0
NC_028934,NZ_CP010341.1,II.,0
NC_021062,NZ_CP010341.1,Paenibacillaceae;,0
NC_006557,NZ_CP010341.1,Tannerellaceae;,0
MH371121,NZ_CP010341.1,Brevibacterium,0
MH371120,NZ_CP010341.1,Trichormus,0
MH371123,NZ_CP010341.1,Mycobacteroides,0
MH371122,NZ_CP010341.1,Rhizobiaceae;,0
MH371125,NZ_CP010341.1,Nodularia,0
MH371124,NZ_CP010341.1,Tsukamurella,0
KR997968,NZ_CP010341.1,Brevibacterium,0
KR997967,NZ_CP010341.1,Microbacterium,0
NC_009814,NZ_CP010341.1,Comamonadaceae;,0
NC_009817,NZ_CP010341.1,Pasteurellaceae;,0
NC_009811,NZ_CP010341.1,Rhodococcus,0
NC_009810,NZ_CP010341.1,Shewanellaceae;,0
NC_009813,NZ_CP010341.1,Hafniaceae;,0
NC_009812,NZ_CP010341.1,Propionibacterium,0
MH051261,NZ_CP010341.1,Actinoplanes,0
MH051260,NZ_CP010341.1,Thermaceae;,0
MH051265,NZ_CP010341.1,Microbacterium,0
MH051264,NZ_CP010341.1,,0
MH051266,NZ_CP010341.1,Propionibacterium,0
NC_010147,NZ_CP010341.1,Lactobacillaceae;,0
KX702319,NZ_CP010341.1,Helicobacteraceae;,0
MH590588,NZ_CP010341.1,Erwiniaceae;,0
NC_027365,NZ_CP010341.1,,0
NC_028804,NZ_CP010341.1,Ruminococcaceae;,0
NC_027363,NZ_CP010341.1,Bacillaceae;,0
NC_028802,NZ_CP010341.1,Microbacterium,0
NC_028801,NZ_CP010341.1,Xanthomonadaceae;,0
NC_027360,NZ_CP010341.1,Vertebrata;,0
MK524496,NZ_CP010341.1,Streptococcaceae;,0
MK524497,NZ_CP010341.1,Sinomonas,0
MK524494,NZ_CP010341.1,Enterococcaceae;,0
MK524495,NZ_CP010341.1,Streptomyces;,0
MK524492,NZ_CP010341.1,Corynebacterium,0
MK524493,NZ_CP010341.1,Rhodospirillaceae;,0
NC_003345,NZ_CP010341.1,Brevibacterium,0
KM881426,NZ_CP010341.1,Yersiniaceae;,0
MK524498,NZ_CP010341.1,Idiomarinaceae;,0
MK524499,NZ_CP010341.1,Nodularia,0
KU613353,NZ_CP010341.1,Peptostreptococcaceae;,0
MH910042,NZ_CP010341.1,Oscillatoriaceae;,0
NC_011142,NZ_CP010341.1,Aeromonadaceae;,0
